Nomor Asset Utama;Profit Center;Profit Center Text;Cost Center Baru;Deskripsi Cost Center Baru;Nama Cabang/Kawasan;Kode Plant;Periode/Bulan;Tahun Buku;Nomor Asset Asal;Nomor Asset;Sub-number;GL Account Aset;Asset Class;Asset Class Name;Deskripsi Kelompok Aset;Deskripsi Status Aset Tetap;Asset Main No. Text;Akuisisi;Keterangan Asset;Tgl Akusisi;Tgl Perolehan;Tgl Mulai Penyusutan;Masa Manfaat;Sisa Manfaat Aset;Nilai Perolehan Awal Tahun;Nilai Residu %;Nilai Residu Rp;Nilai Perolehan s.d Tahun Berjalan;Adjusment Nilai Perolehan;Nilai Buku Awal Tahun;Nilai Buku s.d Tahun Berjalan;Penyusutan/Bulan;Penyusutan s.d Bulan Berjalan;Penyusutan Tahun Lalu;Penyusutan/Tahun;Akumulasi Penyusutan Tahun Lalu;Adjusment Akm Penyusutan;Penghapusan;Asset Shutdown;Akumulasi Penyusutan;Additional Description;Serial number;Alamat;GL Account Exp. Depre.
120507000594-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000594;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 8;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008444110921109200;;Terminal Nilam;5040201060
120507000595-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000595;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP PTZ 28x Optical Zoom;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008445110931109300;;Terminal Nilam;5040201060
120507000596-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000596;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 1;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008446110941109400;;Terminal Mirah;5040201060
120507000597-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000597;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 2;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008447110951109500;;Terminal Mirah;5040201060
120507000598-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000598;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 3;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008448110961109600;;Terminal Mirah;5040201060
120507000599-0;12206;KALIMAS;1220602311;Pelayanan Terminal;Terminal Kalimas;1024;12;2025;;120507000599;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 1;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008449110971109700;;Terminal Kalimas;5040201060
120507000600-0;12206;KALIMAS;1220602311;Pelayanan Terminal;Terminal Kalimas;1024;12;2025;;120507000600;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 2;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008450110981109800;;Terminal Kalimas;5040201060
120507000601-0;12206;KALIMAS;1220602311;Pelayanan Terminal;Terminal Kalimas;1024;12;2025;;120507000601;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 3;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008451110991109900;;Terminal Kalimas;5040201060
120507000602-0;12206;KALIMAS;1220602311;Pelayanan Terminal;Terminal Kalimas;1024;12;2025;;120507000602;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 4;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008452111001110000;;Terminal Kalimas;5040201060
120507000603-0;12201;REGION JATIM;1220104111;Deputy Manager TI;Sub Regional Jawa Timur;1020;12;2025;;120507000603;0;1205010700;120507;Peralatan;Sistem CCTV Lapangan;Aset Tetap Pemilikan Langsung;B;0;CCTV Server;14/01/2016;14/01/2016;14/02/2016;60;0;81.000.000;2,00000000000;1.620.000;81.000.000;0;1.620.000;1.620.000;0;0;-79.380.000;0;-79.380.000;0;0;;-79.380.000;223.04.008453111011110100;;Tg Perak;5040201060
120507000604-0;12201;REGION JATIM;1220104111;Deputy Manager TI;Sub Regional Jawa Timur;1020;12;2025;;120507000604;0;1205010700;120507;Peralatan;Sistem CCTV Lapangan;Aset Tetap Pemilikan Langsung;B;0;Storage CCTV;14/01/2016;14/01/2016;14/02/2016;60;0;329.195.000;2,00000000000;6.583.900;329.195.000;0;6.583.900;6.583.900;0;0;-322.611.100;0;-322.611.100;0;0;;-322.611.100;223.04.008454111021110200;;Tg Perak;5040201060
120507000609-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000609;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan 1x10 Gbps Ethernet Shared Prt;07/06/2017;07/06/2017;28/02/2017;60;0;83.471.412;2,00000000000;1.669.428;83.471.412;0;1.669.428;1.669.428;0;0;-81.801.984;0;-81.801.984;0;0;;-81.801.984;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000610-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000610;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 9500 linecard 48p 1/10G;07/06/2017;07/06/2017;28/02/2017;60;0;125.076.499;2,00000000000;2.501.530;125.076.499;0;2.501.530;2.501.530;0;0;-122.574.969;0;-122.574.969;0;0;;-122.574.969;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000611-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000611;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 2;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000612-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000612;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 3;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000613-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000613;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 4;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000614-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000614;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 5;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000615-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000615;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 6;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000616-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000616;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 7;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000617-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000617;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Modul Kartu Jaringan Nexus 950048p 1/10G-T+4pQSP 1;07/06/2017;07/06/2017;28/02/2017;60;0;106.582.357;2,00000000000;2.131.647;106.582.357;0;2.131.647;2.131.647;0;0;-104.450.710;0;-104.450.710;0;0;;-104.450.710;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000618-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000618;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 1 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;1.417.533.657;2,00000000000;28.350.673;1.417.533.657;0;28.350.673;28.350.673;0;0;-1.389.182.984;0;-1.389.182.984;0;0;;-1.389.182.984;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000619-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000619;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 2 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;226.525.422;2,00000000000;4.530.508;226.525.422;0;4.530.508;4.530.508;0;0;-221.994.914;0;-221.994.914;0;0;;-221.994.914;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000620-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000620;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 3 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;166.768.665;2,00000000000;3.335.373;166.768.665;0;3.335.373;3.335.373;0;0;-163.433.292;0;-163.433.292;0;0;;-163.433.292;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000621-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000621;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 4 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;125.076.499;2,00000000000;2.501.530;125.076.499;0;2.501.530;2.501.530;0;0;-122.574.969;0;-122.574.969;0;0;;-122.574.969;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000622-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000622;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 5 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;110.692.165;2,00000000000;2.213.843;110.692.165;0;2.213.843;2.213.843;0;0;-108.478.322;0;-108.478.322;0;0;;-108.478.322;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000623-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000623;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 6 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;110.692.165;2,00000000000;2.213.843;110.692.165;0;2.213.843;2.213.843;0;0;-108.478.322;0;-108.478.322;0;0;;-108.478.322;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000624-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000624;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;DRC Core Switch 7 Nexus 9516Chasis Bundle with1sup;07/06/2017;07/06/2017;28/02/2017;60;0;110.692.165;2,00000000000;2.213.843;110.692.165;0;2.213.843;2.213.843;0;0;-108.478.322;0;-108.478.322;0;0;;-108.478.322;022./LA/12800/2017 (HK.0502/506/P.III-2016);;;5040201060
120507000625-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;125151000015;120507000625;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Conference Cabang Kelas 1;07/06/2017;07/06/2017;27/02/2017;48;0;132.953.882;2,00000000000;2.659.078;132.953.882;0;2.659.078;2.659.078;0;0;-130.294.804;0;-130.294.804;0;0;;-130.294.804;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000626-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;125151000015;120507000626;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Conference Cabang Kelas 1;07/06/2017;07/06/2017;27/02/2017;60;0;132.953.882;2,00000000000;2.659.078;132.953.882;0;2.659.078;2.659.078;0;0;-130.294.804;0;-130.294.804;0;0;;-130.294.804;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000627-0;12302;TANJUNG EMAS;1230204711;Umum dan Teknik;Terminal Tanjung Emas;1061;12;2025;125151000015;120507000627;0;1205010700;120507;Peralatan;Alat Pendidikan dan Pelatihan;Aset Tetap Pemilikan Langsung;B;0;Video Conference Cabang Kelas 1;07/06/2017;07/06/2017;27/02/2017;48;0;132.953.882;2,00000000000;2.659.078;132.953.882;0;2.659.078;2.659.078;0;0;-130.294.804;0;-130.294.804;0;0;;-130.294.804;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000628-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000628;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Conference untuk Medium Room;07/06/2017;07/06/2017;27/02/2017;48;0;157.596.197;2,00000000000;3.151.924;157.596.197;0;3.151.924;3.151.924;0;0;-154.444.273;0;-154.444.273;0;0;;-154.444.273;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000629-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000629;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Conference untuk Gedung C;07/06/2017;07/06/2017;27/02/2017;48;0;650.305.937;2,00000000000;13.006.119;650.305.937;0;13.006.119;13.006.119;0;0;-637.299.818;0;-637.299.818;0;0;;-637.299.818;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000630-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000630;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Conference untuk Kanpus BOD dan Perwakilan;07/06/2017;07/06/2017;27/02/2017;48;0;289.658.243;2,00000000000;5.793.165;289.658.243;0;5.793.165;5.793.165;0;0;-283.865.078;0;-283.865.078;0;0;;-283.865.078;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000631-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000631;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Conference untuk Hall Room Bromo;07/06/2017;07/06/2017;27/02/2017;48;0;224.653.776;2,00000000000;4.493.076;224.653.776;0;4.493.076;4.493.076;0;0;-220.160.700;0;-220.160.700;0;0;;-220.160.700;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000632-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000632;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;EagleEye Director +2-2012 untuk Hall Bromo;07/06/2017;07/06/2017;27/02/2017;48;0;138.679.648;2,00000000000;2.773.593;138.679.648;0;2.773.593;2.773.593;0;0;-135.906.055;0;-135.906.055;0;0;;-135.906.055;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000633-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000633;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;EagleEye Director +1-2012 untuk Hall Bromo;07/06/2017;07/06/2017;27/02/2017;48;0;110.941.648;2,00000000000;2.218.833;110.941.648;0;2.218.833;2.218.833;0;0;-108.722.815;0;-108.722.815;0;0;;-108.722.815;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000634-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000634;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Video Collaboration Server;07/06/2017;07/06/2017;27/02/2017;48;0;1.221.903.724;2,00000000000;24.438.074;1.221.903.724;0;24.438.074;24.438.074;0;0;-1.197.465.650;0;-1.197.465.650;0;0;;-1.197.465.650;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000635-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000635;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Pollycom Advantage one year RPCS 1831;07/06/2017;07/06/2017;27/02/2017;48;0;48.594.399;2,00000000000;971.888;48.594.399;0;971.888;971.888;0;0;-47.622.511;0;-47.622.511;0;0;;-47.622.511;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000636-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000636;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Recording and Streaming Server Media Suite Applian;07/06/2017;07/06/2017;27/02/2017;48;0;212.657.996;2,00000000000;4.253.160;212.657.996;0;4.253.160;4.253.160;0;0;-208.404.836;0;-208.404.836;0;0;;-208.404.836;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000637-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000637;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B;0;Recording and Streaming Server Pollycom Advantage;07/06/2017;07/06/2017;27/02/2017;48;0;61.907.999;2,00000000000;1.238.160;61.907.999;0;1.238.160;1.238.160;0;0;-60.669.839;0;-60.669.839;0;0;;-60.669.839;013/TECH/WCS/I/2017 (HK.0502/393/P.III-2016);;;5040201060
120507000638-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000001;120507000638;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Manajemen Data Master Integrasi dengan SAP;30/06/2017;30/06/2017;14/03/2017;60;0;520.358.182;2,00000000000;10.407.164;520.358.182;0;10.407.164;10.407.164;0;0;-509.951.018;0;-509.951.018;0;0;;-509.951.018;14.02/BAST/IAO.11/II/2017 (HK.0502/431/P.III-2016);;;5040201060
120507000639-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000639;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Storage Unity 500 2U DPE 25 x 2.5 Drive FLD RCK;30/06/2017;30/06/2017;03/03/2017;60;0;490.362.219;2,00000000000;9.807.244;490.362.219;0;9.807.244;9.807.244;0;0;-480.554.975;0;-480.554.975;0;0;;-480.554.975;023/LA/12800/2017 (HK.0502/430/P.III-2016);;;5040201060
120507000640-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000640;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Storage Unity 2 x 4 Port 16G FC IO;30/06/2017;30/06/2017;03/03/2017;60;0;46.272.851;2,00000000000;925.457;46.272.851;0;925.457;925.457;0;0;-45.347.394;0;-45.347.394;0;0;;-45.347.394;023/LA/12800/2017 (HK.0502/430/P.III-2016);;;5040201060
120507000641-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000641;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Storage Unity Syspack 6 x 1.2 TB 10K SAS 25 x 2.5;30/06/2017;30/06/2017;03/03/2017;60;0;78.679.044;2,00000000000;1.573.581;78.679.044;0;1.573.581;1.573.581;0;0;-77.105.463;0;-77.105.463;0;0;;-77.105.463;023/LA/12800/2017 (HK.0502/430/P.III-2016);;;5040201060
120507000642-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000642;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Storage Unity 2 x 2 Port 10G ISCSI;30/06/2017;30/06/2017;03/03/2017;60;0;35.199.449;2,00000000000;703.989;35.199.449;0;703.989;703.989;0;0;-34.495.460;0;-34.495.460;0;0;;-34.495.460;023/LA/12800/2017 (HK.0502/430/P.III-2016);;;5040201060
120507000643-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000643;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Storage Enhanced Hardware Support;20/06/2017;20/06/2017;03/03/2017;60;0;619.211.435;2,00000000000;12.384.229;619.211.435;0;12.384.229;12.384.229;0;0;-606.827.206;0;-606.827.206;0;0;;-606.827.206;023/LA/12800/2017 (HK.0502/430/P.III-2016);;;5040201060
120507000644-0;12101;KANTOR PUSAT;1210103361;PMO Investasi I Reg3;Regional 3 Pelabuhan Indonesia;1011;12;2025;125151000015;120507000644;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Storage Unity Implementation;30/06/2017;30/06/2017;03/03/2017;60;0;55.171.552;2,00000000000;1.103.431;55.171.552;0;1.103.431;1.103.431;0;0;-54.068.121;0;-54.068.121;0;0;;-54.068.121;023/LA/12800/2017 (HK.0502/430/P.III-2016);;;5040201060
